E.I.N.,DATE,TYPE,Casino,Administrator,Excused,Severity,Doc VS Infraction
Employee 701,1/4/2020,Late Return from Lunch,Location 5,Supervisor 439,Y,Minor,Infraction
Employee 11,8/10/2019,Tardy,Location 5,Supervisor 439,Y,Minor,Infraction
Employee 529,10/17/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 6,10/23/2019,Early Out,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 15,10/5/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 15,10/19/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 237,9/5/2019,Late Return from Lunch,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 237,9/6/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 237,10/26/2019,Late Return from Lunch,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 262,8/10/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 274,9/26/2019,Early Out,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 354,10/4/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 378,12/6/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 381,12/6/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 426,8/19/2019,Absence,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 426,9/13/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 426,9/19/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 426,9/21/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 497,10/12/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 516,9/28/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 518,10/17/2019,Early Out,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 551,10/10/2019,Late Return from Lunch,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 592,10/3/2019,Early Out,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 592,10/10/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 597,10/4/2019,Tardy,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 597,10/16/2019,Late Return from Lunch,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 607,9/12/2019,Early Out,Location 6,Supervisor 439,Y,Minor,Infraction
Employee 5,2/6/2020,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 5,2/14/2020,Early Out,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 32,12/18/2019,Early Out,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 34,8/21/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 34,9/19/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 36,11/6/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 36,12/4/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 36,12/13/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 36,12/13/2019,Early Out,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 36,2/28/2020,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 51,3/13/2020,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 60,1/16/2020,Early Out,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 81,8/11/2019,Absence,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 100,9/19/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 100,11/20/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 100,11/28/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 100,12/7/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 101,10/26/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 104,9/19/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 107,2/21/2020,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 111,1/29/2020,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 113,10/5/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 126,10/19/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 128,3/14/2020,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 140,10/18/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 168,12/7/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 175,8/10/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 227,11/15/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 320,8/10/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 320,10/10/2019,Absence,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 345,11/20/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 346,8/22/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 346,9/6/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 358,8/23/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 358,9/4/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 358,11/8/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 387,8/10/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 387,9/18/2019,Early Out,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 387,9/20/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 404,10/18/2019,Tardy,Location 4,Supervisor 440,Y,Minor,Infraction
Employee 450,12/7/2019,Tardy,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 465,8/10/2019,Tardy,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 485,9/19/2019,Early Out,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 485,10/18/2019,Tardy,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 517,1/15/2020,Absence,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 598,10/26/2019,Early Out,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 663,2/15/2020,Late Return from Lunch,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 663,3/12/2020,Early Out,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 698,3/12/2020,Tardy,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 698,3/13/2020,Tardy,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 11,8/24/2019,Tardy,Location 5,Supervisor 440,Y,Minor,Infraction
Employee 37,1/31/2020,Late Return from Lunch,Location 6,Supervisor 440,Y,Minor,Infraction
Employee 94,8/23/2019,Tardy,Location 6,Supervisor 440,Y,Minor,Infraction
Employee 237,8/23/2019,Tardy,Location 6,Supervisor 440,Y,Minor,Infraction
Employee 262,8/21/2019,Tardy,Location 6,Supervisor 440,Y,Minor,Infraction
Employee 269,8/21/2019,Tardy,Location 6,Supervisor 440,Y,Minor,Infraction
Employee 518,8/22/2019,Early Out,Location 6,Supervisor 440,Y,Minor,Infraction
Employee 98,2/14/2020,Tardy,Location 4,Supervisor 441,Y,Minor,Infraction
Employee 168,2/14/2020,Tardy,Location 4,Supervisor 441,Y,Minor,Infraction
Employee 543,12/23/2019,Absence,Location 6,Supervisor 442,Y,Minor,Infraction
Employee 333,12/30/2019,Tardy,Location 3,Supervisor 443,Y,Minor,Infraction
Employee 334,12/30/2019,Tardy,Location 3,Supervisor 443,Y,Minor,Infraction
Employee 448,12/30/2019,Tardy,Location 3,Supervisor 443,Y,Minor,Infraction
Employee 540,12/30/2019,Tardy,Location 3,Supervisor 443,Y,Minor,Infraction
Employee 31,9/9/2019,Tardy,Location 4,Supervisor 444,Y,Minor,Infraction
Employee 31,10/22/2019,Late Return from Lunch,Location 4,Supervisor 444,Y,Minor,Infraction
Employee 34,2/6/2020,Tardy,Location 4,Supervisor 444,Y,Minor,Infraction
Employee 51,1/17/2020,Tardy,Location 4,Supervisor 444,Y,Minor,Infraction
Employee 101,1/18/2020,Tardy,Location 4,Supervisor 444,Y,Minor,Infraction
Employee 307,12/20/2019,Tardy,Location 4,Supervisor 444,Y,Minor,Infraction
Employee 404,2/14/2020,Tardy,Location 4,Supervisor 444,Y,Minor,Infraction
Employee 514,11/15/2019,Tardy,Location 5,Supervisor 444,Y,Minor,Infraction
Employee 598,10/29/2019,Late Return from Lunch,Location 5,Supervisor 444,Y,Minor,Infraction
Employee 141,10/21/2019,Early Out,Location 5,Supervisor 444,Y,Minor,Infraction
Employee 141,1/3/2020,Tardy,Location 5,Supervisor 444,Y,Minor,Infraction
Employee 141,1/17/2020,Tardy,Location 5,Supervisor 444,Y,Minor,Infraction
Employee 353,11/23/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 6,2/7/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 6,2/13/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 6,2/14/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 6,2/27/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 6,3/6/2020,Late Return from Lunch,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 15,11/29/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 15,12/28/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 15,3/6/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 25,10/21/2019,Late Return from Lunch,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 25,10/29/2019,Late Return from Lunch,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 65,1/31/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 65,2/7/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 65,2/14/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 85,9/1/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 85,10/8/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 97,12/28/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 150,1/24/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 237,1/2/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 237,3/6/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 262,12/14/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 269,11/8/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 378,11/21/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 394,9/1/2019,Late Return from Lunch,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 394,1/11/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 426,10/14/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 426,12/28/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 426,2/7/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 426,2/13/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 426,2/14/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 446,1/24/2020,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 447,9/9/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 447,10/21/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 447,2/7/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 452,10/14/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 452,10/28/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 505,10/14/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 516,9/10/2019,Late Return from Lunch,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 516,11/14/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 516,1/17/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 518,8/25/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 518,10/8/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 518,10/28/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 518,1/3/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 518,2/7/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 518,2/14/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 533,2/1/2020,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 542,9/8/2019,Late Return from Lunch,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 561,12/21/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 570,1/24/2020,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 575,10/29/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 575,2/14/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 591,2/14/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 592,10/14/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 597,11/23/2019,Late Return from Lunch,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 606,1/17/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 607,11/23/2019,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 643,1/24/2020,Early Out,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 664,12/27/2019,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 664,2/14/2020,Tardy,Location 6,Supervisor 444,Y,Minor,Infraction
Employee 667,11/30/2019,Tardy,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 667,12/17/2019,Tardy,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 667,1/24/2020,Tardy,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 667,2/14/2020,Tardy,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 667,3/6/2020,Tardy,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 706,1/18/2020,Tardy,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 729,2/13/2020,Tardy,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 730,2/15/2020,Early Out,Location 8,Supervisor 444,Y,Minor,Infraction
Employee 381,11/22/2019,Tardy,Location 6,Supervisor 445,Y,Minor,Infraction
Employee 354,10/21/2019,Early Out,Location 6,Supervisor 446,Y,Minor,Infraction
Employee 321,2/19/2020,Tardy,Location 6,Supervisor 447,Y,Minor,Infraction
Employee 141,9/16/2019,Early Out,Location 5,Supervisor 448,Y,Minor,Infraction
Employee 211,9/9/2019,Tardy,Location 6,Supervisor 448,Y,Minor,Infraction
Employee 322,9/4/2019,Early Out,Location 6,Supervisor 448,Y,Minor,Infraction
Employee 518,10/14/2019,Early Out,Location 6,Supervisor 448,Y,Minor,Infraction
Employee 597,10/27/2019,Early Out,Location 6,Supervisor 448,Y,Minor,Infraction
Employee 7,9/24/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 9,8/27/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 34,9/3/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 34,9/4/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 34,10/15/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 36,9/9/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 36,9/17/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 36,9/23/2019,Late Return from Break,Location 4,Supervisor 449,,Minor,Infraction
Employee 36,9/24/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 36,10/16/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 36,12/1/2019,Early Out,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 49,9/4/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 64,9/24/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 111,2/9/2020,Early Out,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 127,9/3/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 130,9/3/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 140,8/26/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 161,9/3/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 161,10/27/2019,Absence,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 201,10/7/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 204,12/25/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 227,9/8/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 257,8/26/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 257,10/7/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 397,9/4/2019,Tardy,Location 4,Supervisor 449,Y,Minor,Infraction
Employee 598,10/29/2019,Early Out,Location 5,Supervisor 449,Y,Minor,Infraction
Employee 163,9/4/2019,Tardy,Location 5,Supervisor 449,Y,Minor,Infraction
Employee 211,8/26/2019,Tardy,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 211,9/23/2019,Tardy,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 322,9/3/2019,Tardy,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 398,9/3/2019,Tardy,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 452,1/22/2020,Tardy,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 543,11/24/2019,Late Return from Lunch,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 543,1/5/2020,Early Out,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 569,9/3/2019,Tardy,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 591,9/23/2019,Tardy,Location 6,Supervisor 449,Y,Minor,Infraction
Employee 517,9/16/2019,Absence,Location 5,Supervisor 450,Y,Minor,Infraction
Employee 11,8/19/2019,Tardy,Location 5,Supervisor 451,Y,Minor,Infraction
Employee 353,9/4/2019,Tardy,Location 6,Supervisor 451,Y,Minor,Infraction
Employee 17,10/12/2019,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 17,10/26/2019,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 17,11/2/2019,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 17,11/28/2019,Tardy,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 86,10/31/2019,Tardy,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 106,2/27/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 210,2/22/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 273,1/11/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 274,1/16/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 274,2/22/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 291,11/7/2019,Tardy,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 295,2/22/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 317,12/6/2019,Tardy,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 322,2/14/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 398,12/6/2019,Tardy,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 571,2/22/2020,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 629,10/31/2019,Early Out,Location 6,Supervisor 452,Y,Minor,Infraction
Employee 274,2/8/2020,Early Out,Location 6,Supervisor 453,Y,Minor,Infraction
Employee 317,3/14/2020,Tardy,Location 6,Supervisor 453,Y,Minor,Infraction
Employee 558,3/4/2020,Notice Failure,Location 2,Supervisor 454,Y,Standard,Infraction
Employee 558,3/6/2020,Absence,Location 2,Supervisor 454,Y,Minor,Infraction
Employee 558,3/7/2020,Absence,Location 2,Supervisor 454,Y,Minor,Infraction
Employee 387,9/1/2019,Tardy,Location 4,Supervisor 455,Y,Minor,Infraction
Employee 6,9/24/2019,Late Return from Lunch,Location 6,Supervisor 455,Y,Minor,Infraction
Employee 605,10/8/2019,Absence,Location 6,Supervisor 455,Y,Minor,Infraction
Employee 294,11/17/2019,Early Out,Location 6,Supervisor 456,Y,Minor,Infraction
Employee 518,9/20/2019,Absence,Location 6,Supervisor 457,Y,Minor,Infraction
Employee 597,10/31/2019,Early Out,Location 6,Supervisor 457,Y,Minor,Infraction
Employee 394,8/24/2019,Tardy,Location 6,Supervisor 458,Y,Minor,Infraction
Employee 14,11/4/2019,Tardy,Location 5,Supervisor 459,Y,Minor,Infraction
Employee 14,11/18/2019,Late Return from Lunch,Location 5,Supervisor 459,Y,Minor,Infraction
Employee 14,12/3/2019,Tardy,Location 5,Supervisor 459,Y,Minor,Infraction
Employee 141,2/16/2020,Early Out,Location 5,Supervisor 459,Y,Minor,Infraction
Employee 246,12/3/2019,Tardy,Location 5,Supervisor 459,Y,Minor,Infraction
Employee 246,2/24/2020,Tardy,Location 5,Supervisor 459,Y,Minor,Infraction
Employee 353,11/3/2019,Tardy,Location 6,Supervisor 459,Y,Minor,Infraction
Employee 353,11/27/2019,Tardy,Location 6,Supervisor 459,Y,Minor,Infraction
Employee 469,10/22/2019,Late Return from Lunch,Location 6,Supervisor 459,Y,Minor,Infraction
Employee 211,9/26/2019,Absence,Location 6,Supervisor 459,Y,Minor,Infraction
Employee 14,1/27/2020,Absence,Location 5,Supervisor 460,Y,Minor,Infraction
